Date,Tractor_Model,Demand_Units,Supplier,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Warehouse_Location,Inflation_Rate,Market_Trend_Index
2022-04-14,TX-200,111,Supplier B,4,0.016,2765,TX,5.56,0.33
2021-10-12,TX-300,102,Supplier E,23,0.01,4805,CA,1.53,0.25
2020-04-30,TX-500,358,Supplier B,27,0.052,1844,FL,3.32,0.2
2021-08-28,TX-100,461,Supplier C,8,0.073,1063,TX,2.85,0.04
2022-08-22,TX-400,468,Supplier B,5,0.032,4418,FL,1.75,0.1
2020-05-08,TX-100,167,Supplier B,15,0.067,3810,TX,1.86,0.1
2023-01-19,TX-200,370,Supplier E,9,0.057,1249,IL,2.28,0.67
2020-01-29,TX-500,180,Supplier D,15,0.094,2659,NY,3.77,0.59
2021-12-22,TX-500,348,Supplier B,2,0.021,2277,TX,2.77,0.57
2020-11-28,TX-300,355,Supplier E,17,0.059,2855,FL,5.27,0.73
2023-08-13,TX-200,248,Supplier B,10,0.041,1167,IL,2.58,0.25
2023-02-27,TX-400,442,Supplier A,18,0.026,1929,CA,4.74,0.34
2023-08-09,TX-300,85,Supplier A,24,0.036,4383,CA,2.45,0.13
2023-04-11,TX-200,328,Supplier A,22,0.029,4439,IL,1.69,0.59
2022-08-01,TX-300,265,Supplier A,14,0.053,1022,CA,2.69,0.93
2022-11-13,TX-100,123,Supplier D,10,0.056,1650,FL,5.27,0.86
2023-01-27,TX-200,355,Supplier B,26,0.087,3082,NY,1.87,0.55
2023-11-30,TX-400,104,Supplier A,24,0.078,2144,IL,3.05,0.64
2020-12-21,TX-400,430,Supplier E,28,0.03,3081,NY,1.54,0.99
2020-05-18,TX-200,61,Supplier A,21,0.093,4514,NY,4.34,0.52
2023-04-12,TX-300,132,Supplier C,23,0.087,1697,IL,5.74,0.87
2020-01-29,TX-500,81,Supplier C,9,0.063,2421,TX,3.23,0.5
2022-07-19,TX-200,457,Supplier D,26,0.002,4958,FL,4.1,0.05
2021-05-10,TX-400,135,Supplier C,8,0.021,2121,IL,3.54,0.93
2022-10-10,TX-100,281,Supplier E,2,0.079,1417,FL,5.88,0.11
2021-10-16,TX-400,460,Supplier A,22,0.045,3575,NY,4.81,0.7
2022-04-07,TX-500,494,Supplier C,8,0.013,3655,NY,1.7,0.24
2020-12-16,TX-400,324,Supplier C,17,0.041,4397,TX,1.99,0.9
2021-07-07,TX-500,250,Supplier D,11,0.021,1657,NY,3.62,0.2
2020-10-25,TX-200,100,Supplier C,22,0.089,3898,IL,4.34,0.14
2023-04-30,TX-400,369,Supplier A,20,0.089,1169,FL,2.81,0.44
2020-03-04,TX-300,305,Supplier B,23,0.039,597,TX,4.54,0.5
2022-01-24,TX-300,290,Supplier A,15,0.014,204,IL,4.09,0.82
2022-02-08,TX-400,254,Supplier C,3,0.036,3853,FL,3.46,0.76
2023-05-23,TX-400,435,Supplier C,0,0.013,4135,FL,4.12,0.33
2022-04-13,TX-100,469,Supplier C,26,0.03,1947,CA,5.62,0.38
2020-06-14,TX-400,433,Supplier D,12,0.077,3248,CA,2.59,0.58
2023-06-09,TX-100,444,Supplier E,25,0.029,1677,IL,5.06,0.55
2023-05-03,TX-100,245,Supplier A,7,0.054,2672,TX,1.55,0.86
2021-05-20,TX-100,293,Supplier C,5,0.012,1083,FL,1.88,0.47
2023-09-19,TX-100,369,Supplier B,28,0.035,2160,FL,5.77,0.89
2022-03-03,TX-200,50,Supplier D,7,0.004,4729,IL,4.64,0.21
2023-08-20,TX-300,138,Supplier E,18,0.055,4747,TX,4.35,0.87
2022-04-12,TX-100,331,Supplier C,23,0.035,1599,NY,3.0,0.3
2023-09-08,TX-300,188,Supplier A,23,0.087,226,TX,2.33,0.79
2022-05-07,TX-100,136,Supplier B,11,0.039,1857,NY,3.21,0.57
2023-11-17,TX-300,51,Supplier D,0,0.056,2369,FL,4.19,0.88
2022-03-16,TX-400,398,Supplier A,3,0.098,1714,CA,4.35,0.23
2023-03-18,TX-400,217,Supplier A,22,0.064,2544,CA,2.26,0.7
2022-01-30,TX-300,168,Supplier D,12,0.05,198,IL,3.5,0.85
2022-04-12,TX-100,437,Supplier A,29,0.01,1606,TX,4.05,0.78
2023-11-29,TX-200,129,Supplier B,26,0.082,3575,TX,5.82,0.57
2020-10-09,TX-300,160,Supplier B,16,0.064,3357,NY,3.97,0.68
2023-10-17,TX-500,214,Supplier A,18,0.011,4474,IL,4.11,0.2
2021-01-13,TX-200,431,Supplier C,18,0.025,475,TX,4.94,0.22
2020-07-16,TX-500,494,Supplier A,21,0.054,3574,IL,3.39,0.27
2022-10-11,TX-300,268,Supplier C,4,0.005,335,NY,3.23,0.83
2022-10-20,TX-100,54,Supplier A,27,0.072,4853,FL,4.16,0.17
2021-07-09,TX-500,448,Supplier E,10,0.023,4263,IL,5.02,0.3
2020-12-21,TX-300,264,Supplier B,6,0.049,2080,CA,4.37,0.92
2023-12-23,TX-200,244,Supplier A,2,0.024,1299,FL,2.34,0.76
2022-11-06,TX-100,331,Supplier B,10,0.049,716,TX,3.29,0.73
2021-09-30,TX-500,55,Supplier D,16,0.019,2053,NY,3.81,0.46
2021-01-13,TX-300,428,Supplier E,10,0.059,917,NY,3.86,0.7
2021-11-10,TX-100,349,Supplier C,14,0.091,152,CA,3.03,0.57
2021-05-20,TX-100,107,Supplier D,18,0.081,3129,IL,3.85,0.07
2022-06-17,TX-400,386,Supplier E,7,0.024,4911,CA,4.53,0.58
2020-03-16,TX-100,351,Supplier D,15,0.05,4587,IL,3.61,0.45
2020-08-18,TX-300,151,Supplier B,20,0.042,3203,CA,3.53,0.11
2022-08-19,TX-200,475,Supplier E,14,0.097,290,CA,5.11,0.34
2023-06-25,TX-400,97,Supplier D,2,0.08,1818,NY,4.91,0.89
2020-10-28,TX-300,419,Supplier C,29,0.011,930,IL,3.4,0.8
2021-12-26,TX-300,460,Supplier E,23,0.017,3572,CA,5.98,0.91
2020-08-02,TX-300,325,Supplier E,5,0.07,2198,TX,1.8,0.72
2023-03-27,TX-500,420,Supplier D,2,0.016,3460,NY,2.97,0.63
2020-03-09,TX-500,212,Supplier A,29,0.095,2685,NY,1.67,0.14
2021-01-27,TX-200,381,Supplier C,4,0.099,2425,NY,5.28,0.11
2023-01-13,TX-300,481,Supplier C,0,0.078,550,NY,4.9,0.25
2020-09-23,TX-500,245,Supplier D,21,0.003,4529,CA,4.58,0.31
2022-12-28,TX-500,426,Supplier B,13,0.048,864,CA,2.47,0.61
2021-09-02,TX-500,485,Supplier B,11,0.041,2653,NY,4.68,0.88
2023-10-02,TX-200,414,Supplier A,12,0.08,581,CA,3.1,0.89
2022-10-05,TX-200,373,Supplier A,13,0.029,2507,CA,5.41,0.68
2022-08-19,TX-300,181,Supplier D,24,0.039,4748,IL,2.4,0.57
2021-12-28,TX-400,472,Supplier B,11,0.009,175,TX,2.48,0.24
2021-11-03,TX-300,454,Supplier C,22,0.034,4868,IL,5.82,0.94
2021-02-26,TX-500,115,Supplier B,26,0.097,2435,FL,3.83,0.67
2023-04-12,TX-500,449,Supplier D,12,0.094,1560,IL,3.51,0.53
2020-04-24,TX-100,440,Supplier B,23,0.075,3348,TX,3.08,0.1
2020-08-07,TX-300,132,Supplier E,5,0.091,2098,TX,5.24,0.83
2020-01-31,TX-500,314,Supplier D,26,0.021,2690,IL,3.09,0.35
2023-09-28,TX-500,278,Supplier E,20,0.062,1983,IL,3.1,0.9
2023-11-01,TX-400,322,Supplier D,14,0.05,298,FL,2.06,0.17
2023-02-27,TX-100,268,Supplier C,27,0.042,2567,NY,3.84,0.05
2021-09-08,TX-300,274,Supplier D,21,0.032,1197,TX,5.66,0.43
2021-06-22,TX-200,162,Supplier D,22,0.087,3594,NY,5.81,0.08
2022-01-08,TX-300,189,Supplier D,15,0.048,4306,FL,5.98,0.06
2022-10-22,TX-300,234,Supplier D,8,0.072,4065,CA,3.63,0.71
2022-05-20,TX-400,222,Supplier A,7,0.071,2241,CA,4.99,0.26
2020-04-10,TX-300,425,Supplier E,4,0.014,396,NY,3.99,0.64
2022-12-17,TX-400,60,Supplier D,14,0.005,2408,IL,3.97,0.57
2023-11-13,TX-400,446,Supplier D,6,0.084,2872,TX,5.13,0.14
2021-11-22,TX-500,208,Supplier A,23,0.049,3945,NY,5.26,0.39
2022-07-29,TX-200,254,Supplier B,16,0.081,417,IL,1.59,0.07
2020-12-06,TX-400,279,Supplier A,15,0.03,371,FL,5.74,0.42
2022-05-10,TX-100,75,Supplier A,23,0.086,1467,IL,5.2,0.18
2022-11-09,TX-100,368,Supplier A,10,0.083,2550,FL,4.74,0.1
2023-07-02,TX-200,208,Supplier D,6,0.038,3411,NY,5.33,0.32
2023-09-02,TX-400,327,Supplier A,10,0.041,1758,CA,3.92,0.0
2020-02-07,TX-200,439,Supplier A,27,0.035,542,TX,4.98,0.76
2021-10-21,TX-500,197,Supplier A,27,0.003,708,NY,4.19,0.16
2023-11-10,TX-100,315,Supplier D,1,0.069,1192,CA,3.94,0.63
2022-07-16,TX-300,132,Supplier C,1,0.027,3884,FL,2.45,0.83
2022-11-15,TX-100,468,Supplier C,27,0.088,2957,TX,5.31,0.92
2021-03-29,TX-400,75,Supplier B,5,0.09,2044,IL,5.48,0.56
2023-09-08,TX-200,120,Supplier D,2,0.072,2971,NY,5.87,0.79
2022-01-06,TX-100,86,Supplier A,0,0.018,1042,IL,2.04,0.45
2022-03-29,TX-300,441,Supplier A,23,0.009,1557,TX,2.81,0.49
2022-02-11,TX-300,182,Supplier A,22,0.082,1464,NY,4.58,0.55
2020-01-13,TX-200,477,Supplier C,19,0.089,2238,NY,5.35,0.67
2022-07-03,TX-200,175,Supplier A,15,0.035,388,IL,4.88,0.67
2022-07-09,TX-100,164,Supplier A,13,0.035,3444,IL,3.55,0.79
2022-04-04,TX-400,141,Supplier C,16,0.039,4786,CA,4.77,0.62
2021-01-05,TX-500,291,Supplier A,17,0.083,2730,IL,1.82,0.88
2023-08-07,TX-300,249,Supplier B,24,0.071,4743,FL,4.48,0.71
2020-11-27,TX-200,256,Supplier E,3,0.012,4753,CA,1.54,0.93
2020-09-17,TX-500,166,Supplier B,2,0.063,323,IL,1.71,0.75
2023-05-13,TX-500,268,Supplier D,7,0.001,3750,NY,4.91,0.74
2021-11-27,TX-500,354,Supplier B,3,0.071,2918,IL,3.65,0.86
2021-11-17,TX-400,292,Supplier B,22,0.076,1621,TX,1.77,0.66
2022-08-07,TX-200,341,Supplier C,14,0.081,1754,CA,3.67,0.18
2021-01-21,TX-300,331,Supplier D,12,0.063,3728,NY,1.78,0.08
2022-03-31,TX-200,350,Supplier B,13,0.018,4872,IL,3.06,0.32
2021-04-12,TX-100,366,Supplier E,29,0.079,3958,TX,2.21,0.81
2023-12-09,TX-300,221,Supplier B,13,0.09,2192,CA,2.49,0.02
2020-03-09,TX-200,437,Supplier A,4,0.063,4563,CA,2.38,0.15
2023-02-01,TX-300,125,Supplier C,4,0.028,836,CA,3.17,0.11
2023-03-30,TX-100,258,Supplier A,26,0.018,245,NY,1.99,0.04
2020-07-18,TX-300,363,Supplier D,21,0.023,2497,IL,3.87,0.81
2020-08-03,TX-500,154,Supplier D,27,0.002,4994,NY,3.33,0.28
2020-07-30,TX-400,75,Supplier C,12,0.001,3577,FL,5.28,0.73
2021-05-22,TX-100,400,Supplier B,3,0.03,1133,IL,5.22,0.14
2020-01-16,TX-300,128,Supplier D,17,0.092,2381,FL,5.21,0.41
2022-06-02,TX-100,177,Supplier E,5,0.062,4719,IL,3.61,0.12
2020-11-27,TX-500,462,Supplier C,28,0.039,1827,CA,2.81,0.0
2021-12-17,TX-400,186,Supplier A,4,0.001,3100,NY,3.37,0.61
2021-07-04,TX-100,383,Supplier E,2,0.099,485,FL,4.59,0.48
2022-07-30,TX-500,85,Supplier C,19,0.046,2420,CA,3.88,0.42
2020-09-12,TX-500,437,Supplier E,2,0.099,4119,CA,4.31,0.08
2022-09-18,TX-500,108,Supplier C,2,0.072,2474,FL,4.62,0.59
2021-12-28,TX-300,279,Supplier A,19,0.005,613,IL,5.63,0.78
2022-05-29,TX-200,470,Supplier B,1,0.086,126,FL,5.75,0.07
2022-03-25,TX-100,173,Supplier C,19,0.053,764,NY,5.28,0.41
2023-04-10,TX-200,137,Supplier D,25,0.045,2287,TX,1.79,0.31
2021-10-10,TX-500,386,Supplier A,26,0.076,4084,IL,5.91,0.89
2022-09-26,TX-200,190,Supplier A,17,0.077,1640,CA,4.67,0.26
2021-04-15,TX-500,453,Supplier E,29,0.08,1855,FL,4.62,0.94
2023-11-08,TX-500,322,Supplier D,9,0.076,4223,TX,1.6,0.83
2021-11-20,TX-400,100,Supplier E,23,0.064,3932,FL,3.66,0.1
2021-11-30,TX-400,104,Supplier A,25,0.068,2731,TX,4.32,0.48
2021-05-21,TX-200,466,Supplier C,20,0.086,407,IL,2.75,0.65
2022-09-18,TX-100,454,Supplier D,28,0.069,3569,FL,1.87,0.59
2022-10-06,TX-200,386,Supplier A,6,0.01,4329,FL,3.9,0.68
2022-03-14,TX-100,199,Supplier D,26,0.065,2933,TX,3.51,0.43
2022-04-10,TX-200,202,Supplier C,19,0.017,3464,NY,1.7,0.9
2023-09-10,TX-300,268,Supplier B,25,0.001,2093,CA,3.84,0.27
2020-08-01,TX-300,268,Supplier E,21,0.021,803,TX,1.98,0.09
2023-05-16,TX-100,415,Supplier E,28,0.015,454,FL,3.41,0.98
2020-06-17,TX-400,445,Supplier A,27,0.01,646,TX,2.72,0.65
2023-09-15,TX-100,448,Supplier A,13,0.021,209,TX,5.87,0.66
2023-07-27,TX-200,391,Supplier C,9,0.056,1598,FL,1.66,0.82
2022-09-04,TX-500,307,Supplier A,19,0.015,3771,FL,4.02,0.42
2023-08-21,TX-300,437,Supplier A,15,0.028,662,NY,2.18,0.39
2020-05-25,TX-500,94,Supplier A,5,0.085,3283,NY,2.94,0.95
2021-05-30,TX-300,318,Supplier D,16,0.089,1687,NY,2.33,0.39
2023-01-18,TX-200,360,Supplier D,5,0.033,565,FL,5.98,0.08
2021-03-28,TX-300,209,Supplier B,21,0.09,276,IL,1.65,0.31
2020-02-29,TX-100,327,Supplier D,17,0.059,3298,NY,3.94,0.87
2023-08-27,TX-500,394,Supplier E,27,0.023,4180,CA,4.24,0.09
2021-06-11,TX-500,104,Supplier B,9,0.075,3027,IL,4.97,0.72
2023-06-04,TX-200,194,Supplier A,9,0.092,994,NY,4.32,0.27
2022-10-20,TX-500,284,Supplier E,8,0.066,1582,CA,2.54,0.75
2021-04-18,TX-200,228,Supplier B,21,0.02,4220,FL,4.19,0.51
2022-01-26,TX-400,257,Supplier B,27,0.009,1308,CA,5.89,0.64
2022-02-20,TX-100,185,Supplier E,14,0.023,526,NY,5.32,0.24
2023-01-07,TX-300,494,Supplier B,10,0.034,1627,TX,3.54,0.17
2021-03-08,TX-300,402,Supplier E,28,0.033,2894,TX,3.65,0.06
2023-03-22,TX-300,443,Supplier B,6,0.05,3284,CA,2.1,0.83
2021-02-04,TX-400,324,Supplier B,17,0.051,2006,FL,4.06,0.71
2023-07-26,TX-100,433,Supplier B,1,0.047,2719,IL,2.76,0.29
2020-02-26,TX-500,447,Supplier E,1,0.034,2673,TX,1.99,0.84
2022-09-29,TX-500,372,Supplier B,25,0.011,186,IL,3.63,0.83
2020-07-04,TX-100,232,Supplier D,12,0.042,3667,FL,1.7,0.14
2021-02-01,TX-100,110,Supplier D,10,0.099,492,TX,2.04,0.71
2021-08-27,TX-300,489,Supplier D,24,0.065,855,FL,2.49,0.29
2022-02-26,TX-500,112,Supplier D,18,0.044,4413,NY,5.96,0.47
2020-06-06,TX-100,410,Supplier D,28,0.008,1544,IL,5.14,0.43
2023-10-14,TX-500,264,Supplier A,19,0.021,882,NY,3.94,0.6
2021-08-11,TX-100,409,Supplier B,0,0.057,4741,FL,2.55,0.35
2021-04-10,TX-200,188,Supplier C,16,0.05,2173,FL,3.84,0.07
2021-03-21,TX-300,480,Supplier A,19,0.002,590,CA,4.42,0.67
2022-03-11,TX-100,183,Supplier E,29,0.009,4089,CA,1.52,0.96
2023-01-01,TX-400,83,Supplier A,17,0.036,3568,TX,5.95,0.67
2022-07-17,TX-100,242,Supplier C,7,0.014,1148,NY,4.32,0.54
2020-01-17,TX-200,404,Supplier A,12,0.096,298,NY,5.95,0.16
2021-12-31,TX-400,369,Supplier B,3,0.003,470,FL,3.61,0.63
2020-11-21,TX-400,136,Supplier D,18,0.097,4286,CA,4.31,0.61
2022-09-21,TX-100,259,Supplier B,2,0.066,498,IL,3.58,0.62
2021-09-04,TX-200,130,Supplier A,5,0.041,559,FL,1.54,0.89
2021-06-29,TX-400,371,Supplier C,27,0.054,2704,NY,5.32,0.72
2021-08-18,TX-300,464,Supplier E,28,0.041,3346,NY,3.52,0.78
2022-07-09,TX-300,388,Supplier B,5,0.057,4768,FL,3.62,0.31
2022-04-21,TX-500,239,Supplier C,21,0.015,1393,FL,3.12,0.27
2023-05-10,TX-500,487,Supplier E,5,0.012,2859,FL,3.45,0.21
2020-12-09,TX-200,397,Supplier D,23,0.053,2491,NY,4.76,0.78
2022-05-08,TX-400,282,Supplier B,7,0.007,3759,IL,4.65,0.7
2023-11-24,TX-300,441,Supplier B,24,0.029,1298,NY,5.14,0.34
2023-05-26,TX-300,475,Supplier D,16,0.093,569,FL,5.89,0.14
2021-03-20,TX-200,218,Supplier D,9,0.088,2064,CA,3.26,0.85
2020-08-09,TX-400,492,Supplier A,23,0.083,2685,IL,3.03,0.38
2023-11-07,TX-200,300,Supplier E,4,0.051,2377,TX,3.72,0.19
2021-08-14,TX-100,217,Supplier C,18,0.003,1829,NY,2.19,0.14
2022-10-27,TX-300,280,Supplier D,10,0.012,1273,IL,4.91,0.92
2023-07-19,TX-200,199,Supplier A,9,0.092,2774,IL,4.12,0.13
2022-10-14,TX-200,201,Supplier E,2,0.084,265,FL,2.45,0.36
2020-01-16,TX-100,87,Supplier E,21,0.038,2829,IL,5.39,0.63
2023-12-18,TX-500,435,Supplier B,23,0.073,1791,NY,4.29,0.41
2021-06-07,TX-300,430,Supplier A,9,0.085,2722,CA,1.65,0.48
2022-03-13,TX-200,346,Supplier A,1,0.062,4438,IL,2.38,0.8
2020-01-21,TX-300,324,Supplier B,27,0.085,2515,NY,5.51,1.0
2020-08-15,TX-500,154,Supplier C,8,0.024,726,FL,3.21,0.47
2022-10-04,TX-200,435,Supplier D,4,0.046,2405,IL,5.93,0.38
2023-08-04,TX-100,397,Supplier B,20,0.058,3506,TX,3.88,0.41
2022-03-19,TX-300,401,Supplier D,16,0.063,1231,TX,2.44,0.37
2023-03-03,TX-100,111,Supplier A,5,0.099,4055,CA,4.17,0.47
2023-07-30,TX-500,65,Supplier B,28,0.085,1744,FL,1.96,0.33
2021-02-07,TX-500,399,Supplier C,10,0.006,2394,NY,5.13,0.46
2022-12-25,TX-300,199,Supplier D,26,0.017,4373,IL,4.33,0.95
2021-03-12,TX-500,191,Supplier D,4,0.066,3317,NY,5.84,0.29
2022-04-08,TX-400,165,Supplier D,6,0.024,2185,TX,4.61,0.65
2022-07-22,TX-300,361,Supplier A,6,0.016,4587,FL,1.72,0.49
2020-09-15,TX-400,114,Supplier D,3,0.067,4787,NY,3.64,0.73
2020-04-12,TX-500,478,Supplier E,20,0.054,2941,IL,3.89,0.47
2022-09-19,TX-300,359,Supplier D,9,0.081,1030,FL,5.63,0.16
2022-02-07,TX-400,243,Supplier A,29,0.032,4316,IL,3.45,0.87
2023-01-29,TX-500,391,Supplier B,23,0.033,436,IL,4.17,0.68
2023-05-06,TX-200,479,Supplier D,17,0.015,2831,FL,2.34,0.53
2022-03-23,TX-200,210,Supplier D,0,0.065,2282,FL,2.6,0.83
2020-08-13,TX-100,355,Supplier B,13,0.071,1359,IL,3.97,0.98
2022-07-31,TX-200,410,Supplier E,5,0.014,1158,TX,4.64,0.41
2021-04-07,TX-400,327,Supplier A,10,0.025,3548,IL,3.46,0.35
2020-08-24,TX-200,345,Supplier B,13,0.015,2516,FL,3.45,0.75
2022-11-15,TX-300,88,Supplier A,19,0.075,153,CA,2.65,0.45
2023-02-18,TX-300,410,Supplier B,28,0.021,1252,NY,4.64,0.09
2021-05-20,TX-300,218,Supplier C,25,0.015,4476,IL,1.52,0.35
2023-04-20,TX-200,117,Supplier E,2,0.007,4444,NY,3.81,0.81
2022-03-24,TX-200,56,Supplier C,15,0.083,1906,IL,1.52,0.71
2022-02-05,TX-100,134,Supplier B,15,0.012,686,IL,4.17,0.86
2021-09-25,TX-500,248,Supplier B,6,0.003,4552,CA,1.64,0.15
2023-08-31,TX-100,181,Supplier A,7,0.006,586,FL,5.73,0.24
2022-09-17,TX-400,125,Supplier B,26,0.037,1808,TX,3.65,0.21
2021-09-09,TX-300,299,Supplier A,27,0.06,4106,FL,4.58,0.97
2020-09-29,TX-200,396,Supplier A,3,0.04,4727,NY,5.34,0.17
2020-08-19,TX-500,492,Supplier B,11,0.046,3130,NY,2.56,0.6
2023-12-14,TX-500,258,Supplier A,11,0.092,4402,IL,3.93,0.63
2022-02-06,TX-200,133,Supplier E,9,0.076,1990,FL,5.39,0.62
2021-05-10,TX-100,272,Supplier C,11,0.034,4480,CA,3.92,0.69
2022-11-13,TX-500,302,Supplier B,10,0.015,1911,TX,3.27,0.48
2023-02-06,TX-100,459,Supplier A,10,0.075,1037,FL,3.16,0.08
2021-05-16,TX-200,80,Supplier A,14,0.057,1970,IL,3.23,0.7
2020-01-25,TX-100,404,Supplier A,5,0.096,2131,NY,4.27,0.28
2023-04-25,TX-300,250,Supplier A,28,0.091,2971,FL,1.71,0.08
2020-10-14,TX-200,101,Supplier E,26,0.056,982,NY,3.37,0.17
2020-12-03,TX-200,417,Supplier B,10,0.007,2108,IL,4.02,0.29
2022-11-26,TX-500,121,Supplier B,1,0.003,3736,NY,5.04,0.43
2020-05-16,TX-500,70,Supplier E,23,0.084,2657,IL,3.88,0.86
2021-05-22,TX-500,65,Supplier E,21,0.07,3963,TX,5.67,0.54
2020-08-14,TX-300,484,Supplier E,26,0.056,160,CA,3.5,0.47
2020-11-15,TX-300,65,Supplier B,8,0.069,2236,NY,4.43,0.19
2022-07-04,TX-400,451,Supplier D,10,0.054,2117,FL,1.58,0.96
2023-04-20,TX-200,224,Supplier C,15,0.058,3249,TX,2.57,0.91
2020-03-26,TX-500,361,Supplier E,12,0.023,3911,CA,5.17,0.82
2022-07-14,TX-200,461,Supplier E,12,0.046,169,FL,4.14,0.32
2020-02-22,TX-100,387,Supplier B,21,0.001,4880,FL,5.76,0.56
2022-05-09,TX-300,127,Supplier B,21,0.067,2771,IL,4.89,0.39
2022-05-16,TX-400,489,Supplier C,27,0.033,1695,CA,3.52,0.4
2023-06-12,TX-100,289,Supplier A,17,0.066,1354,FL,5.0,0.07
2021-03-08,TX-200,86,Supplier B,20,0.093,2613,FL,3.61,0.14
2022-09-25,TX-300,281,Supplier C,24,0.059,1121,FL,2.99,0.96
2020-04-09,TX-500,449,Supplier B,0,0.033,4627,TX,1.71,0.61
2022-09-16,TX-100,262,Supplier B,19,0.021,4469,CA,5.4,0.01
2021-08-21,TX-300,242,Supplier B,9,0.025,3276,IL,3.39,0.81
2021-02-06,TX-200,109,Supplier D,25,0.099,332,TX,4.58,0.09
2021-01-30,TX-200,238,Supplier D,29,0.062,1287,TX,2.19,0.71
2021-02-18,TX-100,316,Supplier E,18,0.044,4998,TX,5.23,0.62
2022-07-27,TX-100,175,Supplier D,16,0.023,4905,IL,5.21,0.06
2021-11-07,TX-100,252,Supplier C,0,0.077,948,IL,3.67,0.53
2021-04-07,TX-400,371,Supplier B,0,0.039,1729,TX,4.52,0.05
2021-06-24,TX-500,431,Supplier D,16,0.03,1750,TX,3.85,0.06
2023-10-19,TX-300,81,Supplier B,14,0.022,1971,NY,3.99,0.05
2023-02-27,TX-200,452,Supplier A,28,0.019,2401,IL,5.5,0.26
2020-03-24,TX-200,361,Supplier E,1,0.027,791,FL,5.85,0.8
2020-09-27,TX-500,310,Supplier D,10,0.063,107,CA,3.15,0.36
2020-08-31,TX-100,436,Supplier B,20,0.024,2182,CA,2.99,0.64
2021-01-22,TX-100,461,Supplier A,1,0.006,4997,CA,2.87,0.12
2020-08-01,TX-200,395,Supplier E,19,0.036,1261,TX,4.97,0.93
2022-03-28,TX-500,143,Supplier E,8,0.058,1803,IL,4.75,0.5
2023-04-04,TX-200,377,Supplier A,18,0.006,3479,NY,1.7,0.02
2020-02-28,TX-100,149,Supplier D,1,0.045,239,NY,1.9,0.54
2022-06-01,TX-300,334,Supplier D,15,0.005,3532,CA,4.41,0.18
2022-04-22,TX-100,364,Supplier B,19,0.077,2302,FL,2.74,0.2
2022-07-12,TX-300,74,Supplier C,8,0.087,758,FL,1.91,0.6
2020-05-02,TX-400,455,Supplier B,19,0.096,4508,FL,3.36,0.23
2023-12-07,TX-500,402,Supplier B,27,0.069,4761,FL,5.45,0.21
2023-03-08,TX-400,406,Supplier B,20,0.063,3537,NY,3.15,0.54
2023-06-06,TX-100,166,Supplier A,3,0.069,2848,NY,4.63,0.24
2023-07-21,TX-500,248,Supplier E,28,0.085,501,IL,5.55,0.11
2021-03-14,TX-100,328,Supplier E,23,0.081,951,NY,2.26,0.41
2022-10-18,TX-500,119,Supplier C,29,0.044,2808,IL,4.24,0.05
2021-07-15,TX-500,384,Supplier D,12,0.065,3968,IL,5.58,0.91
2020-04-27,TX-100,128,Supplier B,14,0.016,3278,TX,2.37,0.45
2022-06-23,TX-100,473,Supplier A,19,0.069,882,NY,5.95,0.01
2021-01-29,TX-500,403,Supplier A,1,0.073,442,FL,3.14,0.22
2022-05-25,TX-500,63,Supplier B,27,0.08,1886,CA,2.48,0.96
2022-07-23,TX-100,78,Supplier A,19,0.082,3003,IL,5.27,0.5
2023-01-06,TX-100,193,Supplier A,17,0.044,4771,CA,3.61,0.36
2022-08-09,TX-200,392,Supplier B,24,0.09,881,FL,4.52,0.32
2023-12-06,TX-200,59,Supplier C,26,0.098,3848,IL,3.7,0.42
2020-03-15,TX-200,96,Supplier A,29,0.098,1438,IL,4.4,0.21
2020-10-21,TX-400,309,Supplier E,23,0.059,3896,NY,1.66,0.75
2020-01-21,TX-500,61,Supplier E,8,0.056,2970,TX,3.08,0.51
2023-04-09,TX-300,347,Supplier E,19,0.046,791,CA,4.46,0.75
2022-11-04,TX-400,275,Supplier B,0,0.03,3978,FL,3.08,0.25
2023-05-19,TX-500,309,Supplier E,2,0.033,4016,TX,4.99,0.0
2021-07-13,TX-300,133,Supplier D,22,0.022,758,TX,5.82,0.97
2023-01-14,TX-200,397,Supplier A,16,0.096,283,NY,1.67,0.51
2023-03-18,TX-300,397,Supplier C,10,0.062,1303,IL,5.35,0.08
2021-01-06,TX-100,55,Supplier E,23,0.093,2244,FL,2.26,0.1
2022-03-28,TX-100,447,Supplier B,24,0.039,1803,TX,5.63,0.43
2023-03-20,TX-500,296,Supplier C,7,0.03,4531,TX,5.76,0.7
2023-03-10,TX-400,84,Supplier B,20,0.013,3352,CA,4.06,0.4
2022-12-28,TX-200,224,Supplier C,11,0.03,502,FL,3.66,0.82
2023-07-07,TX-500,491,Supplier C,10,0.089,335,FL,4.91,0.33
2022-04-25,TX-200,114,Supplier A,29,0.058,705,TX,5.63,0.05
2021-06-04,TX-100,196,Supplier C,27,0.045,322,IL,2.55,0.01
2021-01-05,TX-400,106,Supplier D,12,0.057,4110,FL,3.22,0.86
2023-12-13,TX-400,242,Supplier D,14,0.089,722,FL,3.38,0.98
2020-04-10,TX-100,62,Supplier D,24,0.019,3434,CA,5.31,0.13
2021-10-22,TX-300,441,Supplier B,19,0.097,1933,CA,2.12,0.06
