uuid,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
531307e9-3594-7e7d-5830-548a48ed09fe,ENG-01,11,0.082,3174,4054
531307e9-3594-7e7d-5830-548a48ed09fe,TRN-02,21,0.045,1321,2688
531307e9-3594-7e7d-5830-548a48ed09fe,HYD-03,11,0.058,0,1100
531307e9-3594-7e7d-5830-548a48ed09fe,ELEC-04,15,0.061,3206,794
531307e9-3594-7e7d-5830-548a48ed09fe,CHS-05,12,0.047,1582,1333
4b39d854-f8eb-0e1e-9d14-e8941dd4940a,ENG-01,24,0.081,811,4044
4b39d854-f8eb-0e1e-9d14-e8941dd4940a,TRN-02,16,0.066,0,2617
4b39d854-f8eb-0e1e-9d14-e8941dd4940a,HYD-03,20,0.021,1815,1028
4b39d854-f8eb-0e1e-9d14-e8941dd4940a,ELEC-04,14,0.052,0,772
4b39d854-f8eb-0e1e-9d14-e8941dd4940a,CHS-05,22,0.013,484,1350
e80b9926-05d8-51f4-c852-2ff62f8e9d5d,ENG-01,11,0.065,2199,3981
e80b9926-05d8-51f4-c852-2ff62f8e9d5d,TRN-02,20,0.045,69,2718
e80b9926-05d8-51f4-c852-2ff62f8e9d5d,HYD-03,16,0.045,677,1012
e80b9926-05d8-51f4-c852-2ff62f8e9d5d,ELEC-04,18,0.067,29,785
e80b9926-05d8-51f4-c852-2ff62f8e9d5d,CHS-05,13,0.042,1256,1363
a44531f9-88b3-5aa9-7318-ceaab265d09f,ENG-01,17,0.052,2362,4578
a44531f9-88b3-5aa9-7318-ceaab265d09f,TRN-02,23,0.042,3792,2667
a44531f9-88b3-5aa9-7318-ceaab265d09f,HYD-03,19,0.02,3165,1170
a44531f9-88b3-5aa9-7318-ceaab265d09f,ELEC-04,20,0.045,0,812
a44531f9-88b3-5aa9-7318-ceaab265d09f,CHS-05,17,0.023,3488,1461
ee51c3a4-5736-a405-aea6-c4b21eeeaa67,ENG-01,23,0.078,3308,4083
ee51c3a4-5736-a405-aea6-c4b21eeeaa67,TRN-02,25,0.042,207,2632
ee51c3a4-5736-a405-aea6-c4b21eeeaa67,HYD-03,19,0.022,0,1041
ee51c3a4-5736-a405-aea6-c4b21eeeaa67,ELEC-04,19,0.056,466,799
ee51c3a4-5736-a405-aea6-c4b21eeeaa67,CHS-05,16,0.04,472,1335
ce2d0994-1b01-c578-9471-e13ae375bedc,ENG-01,13,0.077,0,4446
ce2d0994-1b01-c578-9471-e13ae375bedc,TRN-02,15,0.039,0,2682
ce2d0994-1b01-c578-9471-e13ae375bedc,HYD-03,20,0.025,0,1156
ce2d0994-1b01-c578-9471-e13ae375bedc,ELEC-04,12,0.072,0,817
ce2d0994-1b01-c578-9471-e13ae375bedc,CHS-05,9,0.022,0,1440
29b439e5-00d4-6ba5-6af9-2ebc96f2c4cf,ENG-01,20,0.059,0,4514
29b439e5-00d4-6ba5-6af9-2ebc96f2c4cf,TRN-02,8,0.039,0,2846
29b439e5-00d4-6ba5-6af9-2ebc96f2c4cf,HYD-03,10,0.044,975,1110
29b439e5-00d4-6ba5-6af9-2ebc96f2c4cf,ELEC-04,13,0.048,0,825
29b439e5-00d4-6ba5-6af9-2ebc96f2c4cf,CHS-05,16,0.041,1898,1412
369f4e9a-3704-4ece-f9df-7151a421f434,ENG-01,19,0.062,0,4093
369f4e9a-3704-4ece-f9df-7151a421f434,TRN-02,12,0.064,2174,2707
369f4e9a-3704-4ece-f9df-7151a421f434,HYD-03,15,0.054,0,1036
369f4e9a-3704-4ece-f9df-7151a421f434,ELEC-04,14,0.071,1693,769
369f4e9a-3704-4ece-f9df-7151a421f434,CHS-05,23,0.04,797,1319
5556e44c-7bf7-fd77-ab51-7c4a8d462bf8,ENG-01,18,0.055,2485,4258
5556e44c-7bf7-fd77-ab51-7c4a8d462bf8,TRN-02,16,0.062,0,2824
5556e44c-7bf7-fd77-ab51-7c4a8d462bf8,HYD-03,18,0.023,0,1106
5556e44c-7bf7-fd77-ab51-7c4a8d462bf8,ELEC-04,20,0.071,2117,819
5556e44c-7bf7-fd77-ab51-7c4a8d462bf8,CHS-05,11,0.015,921,1487
9d61aceb-a0bf-9a47-7c9c-9c4609f6690d,ENG-01,9,0.08,0,4073
9d61aceb-a0bf-9a47-7c9c-9c4609f6690d,TRN-02,14,0.055,2294,2829
9d61aceb-a0bf-9a47-7c9c-9c4609f6690d,HYD-03,7,0.021,0,1075
9d61aceb-a0bf-9a47-7c9c-9c4609f6690d,ELEC-04,17,0.042,0,784
9d61aceb-a0bf-9a47-7c9c-9c4609f6690d,CHS-05,20,0.034,2009,1361
9982d197-f3e2-a453-a5c4-74ccc1d352c5,ENG-01,2,0.076,469,4284
9982d197-f3e2-a453-a5c4-74ccc1d352c5,TRN-02,14,0.05,1511,3036
9982d197-f3e2-a453-a5c4-74ccc1d352c5,HYD-03,3,0.021,510,1156
9982d197-f3e2-a453-a5c4-74ccc1d352c5,ELEC-04,11,0.068,2871,889
9982d197-f3e2-a453-a5c4-74ccc1d352c5,CHS-05,10,0.034,1323,1490
fedb7766-32eb-607a-38d6-fca6748040f2,ENG-01,13,0.065,374,4145
fedb7766-32eb-607a-38d6-fca6748040f2,TRN-02,14,0.048,0,2510
fedb7766-32eb-607a-38d6-fca6748040f2,HYD-03,9,0.059,0,1065
fedb7766-32eb-607a-38d6-fca6748040f2,ELEC-04,17,0.073,374,777
fedb7766-32eb-607a-38d6-fca6748040f2,CHS-05,10,0.036,0,1417
dc659c23-c288-ddb4-28eb-b7fd5cb7ff2f,ENG-01,11,0.068,2673,4365
dc659c23-c288-ddb4-28eb-b7fd5cb7ff2f,TRN-02,18,0.049,1667,2906
dc659c23-c288-ddb4-28eb-b7fd5cb7ff2f,HYD-03,13,0.043,2594,1149
dc659c23-c288-ddb4-28eb-b7fd5cb7ff2f,ELEC-04,19,0.048,0,806
dc659c23-c288-ddb4-28eb-b7fd5cb7ff2f,CHS-05,20,0.045,340,1424
9d6d388d-4b61-8cd3-f300-dca726006cf0,ENG-01,20,0.084,1623,4346
9d6d388d-4b61-8cd3-f300-dca726006cf0,TRN-02,14,0.054,1668,2976
9d6d388d-4b61-8cd3-f300-dca726006cf0,HYD-03,21,0.026,1740,1168
9d6d388d-4b61-8cd3-f300-dca726006cf0,ELEC-04,13,0.066,0,822
9d6d388d-4b61-8cd3-f300-dca726006cf0,CHS-05,9,0.011,233,1448
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,ENG-01,6,0.062,0,4229
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,TRN-02,6,0.043,937,2639
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,HYD-03,10,0.042,788,1058
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,ELEC-04,15,0.047,760,764
ddd7e2ed-827d-cc72-1efe-aae1e7313e05,CHS-05,13,0.039,0,1391
f3a2ba4f-293b-2e32-126c-1c330d63c963,ENG-01,12,0.055,553,4129
f3a2ba4f-293b-2e32-126c-1c330d63c963,TRN-02,24,0.058,357,2716
f3a2ba4f-293b-2e32-126c-1c330d63c963,HYD-03,16,0.057,570,1103
f3a2ba4f-293b-2e32-126c-1c330d63c963,ELEC-04,17,0.043,276,728
f3a2ba4f-293b-2e32-126c-1c330d63c963,CHS-05,21,0.024,1080,1349
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,ENG-01,16,0.089,386,4531
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,TRN-02,13,0.063,1811,2694
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,HYD-03,22,0.034,0,1161
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,ELEC-04,18,0.073,1671,816
079d7578-fd0f-6e7f-2d5c-dd9006a57cf5,CHS-05,9,0.034,2757,1491
4f4f9ecf-febd-818e-7578-1db30605146d,ENG-01,13,0.071,1316,4367
4f4f9ecf-febd-818e-7578-1db30605146d,TRN-02,8,0.052,0,2729
4f4f9ecf-febd-818e-7578-1db30605146d,HYD-03,17,0.046,0,1128
4f4f9ecf-febd-818e-7578-1db30605146d,ELEC-04,8,0.045,239,790
4f4f9ecf-febd-818e-7578-1db30605146d,CHS-05,10,0.037,0,1373
408b9bce-0207-6f57-ea63-340216ea0ffb,ENG-01,5,0.067,204,4654
408b9bce-0207-6f57-ea63-340216ea0ffb,TRN-02,12,0.037,0,2690
408b9bce-0207-6f57-ea63-340216ea0ffb,HYD-03,16,0.04,0,1174
408b9bce-0207-6f57-ea63-340216ea0ffb,ELEC-04,6,0.051,0,846
408b9bce-0207-6f57-ea63-340216ea0ffb,CHS-05,6,0.021,0,1510
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,ENG-01,7,0.062,2838,4687
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,TRN-02,14,0.036,336,2879
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,HYD-03,3,0.053,0,1151
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,ELEC-04,2,0.057,0,857
8d0f7ef3-4bd2-b65f-4ed9-0156fac9276f,CHS-05,13,0.019,2905,1446
18b148fb-8122-a85a-7385-c70d197828c0,ENG-01,16,0.071,638,4015
18b148fb-8122-a85a-7385-c70d197828c0,TRN-02,13,0.061,0,2682
18b148fb-8122-a85a-7385-c70d197828c0,HYD-03,24,0.042,966,1036
18b148fb-8122-a85a-7385-c70d197828c0,ELEC-04,17,0.079,0,754
18b148fb-8122-a85a-7385-c70d197828c0,CHS-05,15,0.03,0,1348
f3794209-0c46-d935-acf9-d9bffdd5d9aa,ENG-01,15,0.055,2255,4336
f3794209-0c46-d935-acf9-d9bffdd5d9aa,TRN-02,19,0.037,0,2761
f3794209-0c46-d935-acf9-d9bffdd5d9aa,HYD-03,17,0.027,0,1188
f3794209-0c46-d935-acf9-d9bffdd5d9aa,ELEC-04,19,0.06,0,817
f3794209-0c46-d935-acf9-d9bffdd5d9aa,CHS-05,20,0.015,1141,1437
f00bf020-c985-8850-f58d-8c7abd6d5233,ENG-01,12,0.08,604,4273
f00bf020-c985-8850-f58d-8c7abd6d5233,TRN-02,16,0.062,0,2972
f00bf020-c985-8850-f58d-8c7abd6d5233,HYD-03,12,0.051,0,1088
f00bf020-c985-8850-f58d-8c7abd6d5233,ELEC-04,10,0.054,0,822
f00bf020-c985-8850-f58d-8c7abd6d5233,CHS-05,12,0.01,63,1367
99d9104d-df38-5d5d-055b-86a4179c01ea,ENG-01,21,0.058,1021,4321
99d9104d-df38-5d5d-055b-86a4179c01ea,TRN-02,12,0.056,0,2582
99d9104d-df38-5d5d-055b-86a4179c01ea,HYD-03,22,0.057,953,1117
99d9104d-df38-5d5d-055b-86a4179c01ea,ELEC-04,10,0.051,2402,766
99d9104d-df38-5d5d-055b-86a4179c01ea,CHS-05,13,0.028,0,1391
f7ce0a42-4de2-cb1a-e3e8-997134a89744,ENG-01,19,0.071,566,3990
f7ce0a42-4de2-cb1a-e3e8-997134a89744,TRN-02,20,0.048,1377,2528
f7ce0a42-4de2-cb1a-e3e8-997134a89744,HYD-03,11,0.045,1506,1034
f7ce0a42-4de2-cb1a-e3e8-997134a89744,ELEC-04,15,0.058,0,763
f7ce0a42-4de2-cb1a-e3e8-997134a89744,CHS-05,18,0.024,0,1370
e09ca16c-e00d-4953-fec8-65a23f83ac1c,ENG-01,19,0.071,0,4410
e09ca16c-e00d-4953-fec8-65a23f83ac1c,TRN-02,19,0.065,446,2730
e09ca16c-e00d-4953-fec8-65a23f83ac1c,HYD-03,17,0.025,578,1114
e09ca16c-e00d-4953-fec8-65a23f83ac1c,ELEC-04,18,0.047,0,830
e09ca16c-e00d-4953-fec8-65a23f83ac1c,CHS-05,12,0.023,0,1473
bdac5b6c-e839-403c-662c-999419fda73d,ENG-01,7,0.065,0,4129
bdac5b6c-e839-403c-662c-999419fda73d,TRN-02,12,0.06,1212,2537
bdac5b6c-e839-403c-662c-999419fda73d,HYD-03,12,0.056,0,1073
bdac5b6c-e839-403c-662c-999419fda73d,ELEC-04,18,0.067,0,798
bdac5b6c-e839-403c-662c-999419fda73d,CHS-05,10,0.032,2005,1375
52fc9deb-3c62-b1d4-677c-0098a0cdf543,ENG-01,22,0.074,72,3993
52fc9deb-3c62-b1d4-677c-0098a0cdf543,TRN-02,24,0.047,560,2881
52fc9deb-3c62-b1d4-677c-0098a0cdf543,HYD-03,17,0.051,17,1091
52fc9deb-3c62-b1d4-677c-0098a0cdf543,ELEC-04,14,0.063,1495,839
52fc9deb-3c62-b1d4-677c-0098a0cdf543,CHS-05,18,0.011,219,1374
9e4fe6ec-e2f8-2e93-2432-384ca80f8d36,ENG-01,12,0.05,0,4166
9e4fe6ec-e2f8-2e93-2432-384ca80f8d36,TRN-02,13,0.039,52,2758
9e4fe6ec-e2f8-2e93-2432-384ca80f8d36,HYD-03,11,0.055,0,1067
9e4fe6ec-e2f8-2e93-2432-384ca80f8d36,ELEC-04,17,0.072,2203,775
9e4fe6ec-e2f8-2e93-2432-384ca80f8d36,CHS-05,19,0.047,0,1348
02d23e07-7481-6891-7263-919c1a9b6fb0,ENG-01,15,0.076,0,4444
02d23e07-7481-6891-7263-919c1a9b6fb0,TRN-02,8,0.065,896,2898
02d23e07-7481-6891-7263-919c1a9b6fb0,HYD-03,14,0.05,1192,1231
02d23e07-7481-6891-7263-919c1a9b6fb0,ELEC-04,7,0.043,0,884
02d23e07-7481-6891-7263-919c1a9b6fb0,CHS-05,12,0.028,0,1512
01761ffc-3ddc-bf8a-a0b6-143e484f5dd5,ENG-01,17,0.053,0,4288
01761ffc-3ddc-bf8a-a0b6-143e484f5dd5,TRN-02,16,0.034,0,2731
01761ffc-3ddc-bf8a-a0b6-143e484f5dd5,HYD-03,17,0.029,0,1132
01761ffc-3ddc-bf8a-a0b6-143e484f5dd5,ELEC-04,16,0.043,135,771
01761ffc-3ddc-bf8a-a0b6-143e484f5dd5,CHS-05,6,0.031,992,1370
4d4b125b-f9fa-ad20-480a-cdda685d746e,ENG-01,18,0.079,365,4177
4d4b125b-f9fa-ad20-480a-cdda685d746e,TRN-02,23,0.063,922,2760
4d4b125b-f9fa-ad20-480a-cdda685d746e,HYD-03,11,0.02,1625,1063
4d4b125b-f9fa-ad20-480a-cdda685d746e,ELEC-04,17,0.064,0,792
4d4b125b-f9fa-ad20-480a-cdda685d746e,CHS-05,14,0.013,297,1355
9ccb86a1-1ff4-e03c-f5cd-c2254498fa5e,ENG-01,2,0.084,1592,4605
9ccb86a1-1ff4-e03c-f5cd-c2254498fa5e,TRN-02,2,0.07,2302,2915
9ccb86a1-1ff4-e03c-f5cd-c2254498fa5e,HYD-03,10,0.042,4794,1173
9ccb86a1-1ff4-e03c-f5cd-c2254498fa5e,ELEC-04,4,0.07,660,848
9ccb86a1-1ff4-e03c-f5cd-c2254498fa5e,CHS-05,3,0.028,140,1495
f25d4ea8-0c24-4397-5ab3-01053eb283b8,ENG-01,21,0.082,0,4576
f25d4ea8-0c24-4397-5ab3-01053eb283b8,TRN-02,21,0.039,893,2772
f25d4ea8-0c24-4397-5ab3-01053eb283b8,HYD-03,13,0.053,335,1111
f25d4ea8-0c24-4397-5ab3-01053eb283b8,ELEC-04,12,0.043,278,828
f25d4ea8-0c24-4397-5ab3-01053eb283b8,CHS-05,16,0.041,3764,1458
04d299f9-d66a-ba87-1fdb-c8451d9b0aa6,ENG-01,16,0.055,1098,4505
04d299f9-d66a-ba87-1fdb-c8451d9b0aa6,TRN-02,16,0.058,511,2671
04d299f9-d66a-ba87-1fdb-c8451d9b0aa6,HYD-03,12,0.05,1999,1134
04d299f9-d66a-ba87-1fdb-c8451d9b0aa6,ELEC-04,8,0.055,1213,791
04d299f9-d66a-ba87-1fdb-c8451d9b0aa6,CHS-05,15,0.013,0,1435
8b218b76-99c4-43f1-9dfa-437ecff85ac9,ENG-01,13,0.073,800,3833
8b218b76-99c4-43f1-9dfa-437ecff85ac9,TRN-02,14,0.069,238,2728
8b218b76-99c4-43f1-9dfa-437ecff85ac9,HYD-03,19,0.057,833,1063
8b218b76-99c4-43f1-9dfa-437ecff85ac9,ELEC-04,22,0.041,1028,850
8b218b76-99c4-43f1-9dfa-437ecff85ac9,CHS-05,25,0.04,645,1387
d0da292a-0edf-f8ae-526f-4af21a5d438b,ENG-01,16,0.053,450,4508
d0da292a-0edf-f8ae-526f-4af21a5d438b,TRN-02,12,0.06,1956,2850
d0da292a-0edf-f8ae-526f-4af21a5d438b,HYD-03,6,0.044,2192,1127
d0da292a-0edf-f8ae-526f-4af21a5d438b,ELEC-04,7,0.064,584,849
d0da292a-0edf-f8ae-526f-4af21a5d438b,CHS-05,6,0.022,0,1467
fb6ee0aa-5f1f-143e-2d74-26a918382ca9,ENG-01,11,0.081,646,4315
fb6ee0aa-5f1f-143e-2d74-26a918382ca9,TRN-02,17,0.062,3530,2869
fb6ee0aa-5f1f-143e-2d74-26a918382ca9,HYD-03,15,0.031,0,1151
fb6ee0aa-5f1f-143e-2d74-26a918382ca9,ELEC-04,17,0.048,1892,812
fb6ee0aa-5f1f-143e-2d74-26a918382ca9,CHS-05,13,0.01,1059,1486
1ae930a4-5bea-a567-bd83-db849fa67e61,ENG-01,18,0.052,416,4488
1ae930a4-5bea-a567-bd83-db849fa67e61,TRN-02,17,0.04,1224,2779
1ae930a4-5bea-a567-bd83-db849fa67e61,HYD-03,22,0.032,0,1149
1ae930a4-5bea-a567-bd83-db849fa67e61,ELEC-04,23,0.05,0,810
1ae930a4-5bea-a567-bd83-db849fa67e61,CHS-05,21,0.048,0,1480
154ed4fa-acfa-5094-2f31-dc453a6f726f,ENG-01,20,0.072,2342,4470
154ed4fa-acfa-5094-2f31-dc453a6f726f,TRN-02,13,0.043,388,2830
154ed4fa-acfa-5094-2f31-dc453a6f726f,HYD-03,17,0.042,672,1142
154ed4fa-acfa-5094-2f31-dc453a6f726f,ELEC-04,19,0.061,316,819
154ed4fa-acfa-5094-2f31-dc453a6f726f,CHS-05,21,0.011,216,1444
54f7451c-ee7c-01c5-fa58-de88be450ba8,ENG-01,14,0.057,0,4208
54f7451c-ee7c-01c5-fa58-de88be450ba8,TRN-02,12,0.067,662,2498
54f7451c-ee7c-01c5-fa58-de88be450ba8,HYD-03,19,0.059,0,1055
54f7451c-ee7c-01c5-fa58-de88be450ba8,ELEC-04,23,0.062,0,771
54f7451c-ee7c-01c5-fa58-de88be450ba8,CHS-05,13,0.028,0,1347
a13d220e-9ed1-abc0-800e-9c3765775df7,ENG-01,10,0.05,1055,4366
a13d220e-9ed1-abc0-800e-9c3765775df7,TRN-02,10,0.068,1011,2896
a13d220e-9ed1-abc0-800e-9c3765775df7,HYD-03,22,0.02,4110,1136
a13d220e-9ed1-abc0-800e-9c3765775df7,ELEC-04,9,0.066,1477,831
a13d220e-9ed1-abc0-800e-9c3765775df7,CHS-05,12,0.015,109,1441
3a7c4b74-7d14-7f56-f4d3-56426fcb8fc5,ENG-01,20,0.088,0,4460
3a7c4b74-7d14-7f56-f4d3-56426fcb8fc5,TRN-02,21,0.046,0,2652
3a7c4b74-7d14-7f56-f4d3-56426fcb8fc5,HYD-03,11,0.029,0,1140
3a7c4b74-7d14-7f56-f4d3-56426fcb8fc5,ELEC-04,13,0.078,0,823
3a7c4b74-7d14-7f56-f4d3-56426fcb8fc5,CHS-05,8,0.02,0,1415
a2c4e531-5907-3472-9cbc-eed5277af77f,ENG-01,2,0.085,0,4830
a2c4e531-5907-3472-9cbc-eed5277af77f,TRN-02,12,0.041,814,2863
a2c4e531-5907-3472-9cbc-eed5277af77f,HYD-03,15,0.031,2578,1162
a2c4e531-5907-3472-9cbc-eed5277af77f,ELEC-04,15,0.078,0,823
a2c4e531-5907-3472-9cbc-eed5277af77f,CHS-05,5,0.029,12,1482
6d0967cf-058d-8a83-82ad-69b9cd6891a1,ENG-01,15,0.057,0,4489
6d0967cf-058d-8a83-82ad-69b9cd6891a1,TRN-02,6,0.046,0,2923
6d0967cf-058d-8a83-82ad-69b9cd6891a1,HYD-03,14,0.025,0,1177
6d0967cf-058d-8a83-82ad-69b9cd6891a1,ELEC-04,3,0.044,0,867
6d0967cf-058d-8a83-82ad-69b9cd6891a1,CHS-05,12,0.021,0,1444
bc10796f-7835-2fad-872b-8efd908566dc,ENG-01,13,0.087,323,4151
bc10796f-7835-2fad-872b-8efd908566dc,TRN-02,21,0.063,0,2591
bc10796f-7835-2fad-872b-8efd908566dc,HYD-03,16,0.025,98,1060
bc10796f-7835-2fad-872b-8efd908566dc,ELEC-04,16,0.07,1701,780
bc10796f-7835-2fad-872b-8efd908566dc,CHS-05,11,0.024,2478,1329
21307e2c-8214-c798-0d42-423b5ed05316,ENG-01,16,0.058,897,4714
21307e2c-8214-c798-0d42-423b5ed05316,TRN-02,10,0.058,1897,2656
21307e2c-8214-c798-0d42-423b5ed05316,HYD-03,4,0.029,1387,1147
21307e2c-8214-c798-0d42-423b5ed05316,ELEC-04,16,0.048,0,846
21307e2c-8214-c798-0d42-423b5ed05316,CHS-05,12,0.042,0,1512
7b90a92c-f83e-39a3-e87a-37ac82434434,ENG-01,14,0.056,168,4307
7b90a92c-f83e-39a3-e87a-37ac82434434,TRN-02,22,0.046,1877,2782
7b90a92c-f83e-39a3-e87a-37ac82434434,HYD-03,13,0.056,0,1152
7b90a92c-f83e-39a3-e87a-37ac82434434,ELEC-04,14,0.046,278,805
7b90a92c-f83e-39a3-e87a-37ac82434434,CHS-05,11,0.032,0,1451
4f370196-28f1-eddb-95a5-cda090146ecb,ENG-01,5,0.068,4574,4582
4f370196-28f1-eddb-95a5-cda090146ecb,TRN-02,2,0.05,3660,2666
4f370196-28f1-eddb-95a5-cda090146ecb,HYD-03,4,0.053,5472,1212
4f370196-28f1-eddb-95a5-cda090146ecb,ELEC-04,10,0.07,6266,836
4f370196-28f1-eddb-95a5-cda090146ecb,CHS-05,6,0.021,3608,1536
48e4bc04-b0d6-ec61-55a0-db0199e4af41,ENG-01,13,0.062,681,4135
48e4bc04-b0d6-ec61-55a0-db0199e4af41,TRN-02,11,0.057,2262,2599
48e4bc04-b0d6-ec61-55a0-db0199e4af41,HYD-03,12,0.058,678,1067
48e4bc04-b0d6-ec61-55a0-db0199e4af41,ELEC-04,19,0.055,1701,746
48e4bc04-b0d6-ec61-55a0-db0199e4af41,CHS-05,14,0.029,2697,1330
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,ENG-01,16,0.082,0,4172
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,TRN-02,20,0.041,285,2474
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,HYD-03,16,0.041,1410,1034
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,ELEC-04,16,0.056,0,755
3c866ed1-b0e0-2c46-5258-5f74c0ff6198,CHS-05,16,0.014,222,1369
c436f5b7-a6e8-0423-e5b0-a40164fd932e,ENG-01,20,0.071,0,4193
c436f5b7-a6e8-0423-e5b0-a40164fd932e,TRN-02,12,0.048,983,2772
c436f5b7-a6e8-0423-e5b0-a40164fd932e,HYD-03,13,0.033,879,1106
c436f5b7-a6e8-0423-e5b0-a40164fd932e,ELEC-04,15,0.051,1628,827
c436f5b7-a6e8-0423-e5b0-a40164fd932e,CHS-05,11,0.018,1920,1393
802667fe-9caf-84cf-74cf-ba79d7d4d695,ENG-01,14,0.073,215,4512
802667fe-9caf-84cf-74cf-ba79d7d4d695,TRN-02,10,0.041,557,2788
802667fe-9caf-84cf-74cf-ba79d7d4d695,HYD-03,23,0.048,709,1108
802667fe-9caf-84cf-74cf-ba79d7d4d695,ELEC-04,17,0.048,0,828
802667fe-9caf-84cf-74cf-ba79d7d4d695,CHS-05,14,0.021,0,1492
5d670568-213c-42f6-4496-98a97ae1a53d,ENG-01,12,0.056,2491,4161
5d670568-213c-42f6-4496-98a97ae1a53d,TRN-02,15,0.04,0,2642
5d670568-213c-42f6-4496-98a97ae1a53d,HYD-03,12,0.048,1327,1053
5d670568-213c-42f6-4496-98a97ae1a53d,ELEC-04,12,0.041,1979,808
5d670568-213c-42f6-4496-98a97ae1a53d,CHS-05,9,0.021,3580,1377
cc43ab9a-315f-f8a8-3b0f-1d6c77b4652c,ENG-01,24,0.085,0,4178
cc43ab9a-315f-f8a8-3b0f-1d6c77b4652c,TRN-02,12,0.039,432,2612
cc43ab9a-315f-f8a8-3b0f-1d6c77b4652c,HYD-03,16,0.055,1095,1026
cc43ab9a-315f-f8a8-3b0f-1d6c77b4652c,ELEC-04,16,0.078,0,758
cc43ab9a-315f-f8a8-3b0f-1d6c77b4652c,CHS-05,11,0.016,0,1401
f6c85b59-0555-05f0-f920-d338679ce961,ENG-01,9,0.071,2579,4406
f6c85b59-0555-05f0-f920-d338679ce961,TRN-02,15,0.036,725,2716
f6c85b59-0555-05f0-f920-d338679ce961,HYD-03,22,0.046,1167,1132
f6c85b59-0555-05f0-f920-d338679ce961,ELEC-04,9,0.055,0,808
f6c85b59-0555-05f0-f920-d338679ce961,CHS-05,9,0.044,1740,1428
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,ENG-01,11,0.088,0,4498
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,TRN-02,13,0.07,0,2754
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,HYD-03,18,0.031,0,1134
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,ELEC-04,20,0.063,0,783
d90ee9c2-d8cc-f5c5-3657-5f7e318c14c9,CHS-05,13,0.015,557,1362
f45526e9-02d4-1487-3001-f9a736f568ae,ENG-01,11,0.085,1486,4292
f45526e9-02d4-1487-3001-f9a736f568ae,TRN-02,10,0.039,0,2891
f45526e9-02d4-1487-3001-f9a736f568ae,HYD-03,18,0.036,26,1024
f45526e9-02d4-1487-3001-f9a736f568ae,ELEC-04,14,0.062,931,818
f45526e9-02d4-1487-3001-f9a736f568ae,CHS-05,17,0.037,0,1418
d34eef71-8e3c-4b54-af7b-c62f9919e924,ENG-01,13,0.07,0,4384
d34eef71-8e3c-4b54-af7b-c62f9919e924,TRN-02,16,0.036,1919,2872
d34eef71-8e3c-4b54-af7b-c62f9919e924,HYD-03,20,0.055,0,1154
d34eef71-8e3c-4b54-af7b-c62f9919e924,ELEC-04,20,0.045,0,841
d34eef71-8e3c-4b54-af7b-c62f9919e924,CHS-05,14,0.02,1168,1441
190c1e90-13d0-7525-6114-892e42716cff,ENG-01,12,0.06,1012,4116
190c1e90-13d0-7525-6114-892e42716cff,TRN-02,18,0.042,1026,2930
190c1e90-13d0-7525-6114-892e42716cff,HYD-03,13,0.055,66,1118
190c1e90-13d0-7525-6114-892e42716cff,ELEC-04,19,0.051,44,816
190c1e90-13d0-7525-6114-892e42716cff,CHS-05,14,0.028,1461,1423
02504b52-d605-514b-3a5d-20b98f55362c,ENG-01,13,0.056,834,3971
02504b52-d605-514b-3a5d-20b98f55362c,TRN-02,17,0.042,0,2795
02504b52-d605-514b-3a5d-20b98f55362c,HYD-03,24,0.053,0,1043
02504b52-d605-514b-3a5d-20b98f55362c,ELEC-04,11,0.055,0,825
02504b52-d605-514b-3a5d-20b98f55362c,CHS-05,19,0.012,1451,1419
bb192347-41db-bb0a-2554-ef73bb223f42,ENG-01,13,0.054,1153,4647
bb192347-41db-bb0a-2554-ef73bb223f42,TRN-02,11,0.067,466,2983
bb192347-41db-bb0a-2554-ef73bb223f42,HYD-03,5,0.034,1189,1165
bb192347-41db-bb0a-2554-ef73bb223f42,ELEC-04,11,0.055,0,837
bb192347-41db-bb0a-2554-ef73bb223f42,CHS-05,6,0.011,2082,1475
6c2f26c7-e09e-cdae-175d-c4fa509a0a9f,ENG-01,9,0.065,0,4490
6c2f26c7-e09e-cdae-175d-c4fa509a0a9f,TRN-02,14,0.038,111,2833
